Data for the current Ebola outbreak!
Population Size: 100
2 infected 3.
2 infected 69.
2 infected 10.
2 infected 73.
9 infected 48.
9 infected 3.
9 infected 16.
9 infected 58.
9 infected 81.
8 infected 80.
8 infected 99.
8 infected 45.
8 infected 23.
8 infected 30.
4 infected 83.
4 infected 28.
4 infected 38.
4 infected 24.
4 infected 68.
2 infected 107.
2 infected 31.
2 infected 92.
2 infected 99.
2 infected 103.
8 infected 100.
8 infected 48.
8 infected 98.
8 infected 33.
8 infected 84.
4 infected 6.
4 infected 18.
4 infected 80.
4 infected 2.
4 infected 74.
6 infected 13.
6 infected 14.
6 infected 58.
6 infected 76.
6 infected 15.
5 infected 13.
5 infected 18.
5 infected 36.
5 infected 33.
5 infected 23.
7 infected 11.
7 infected 9.
7 infected 46.
7 infected 107.
7 infected 26.
7 infected 50.
7 infected 12.
7 infected 62.
7 infected 101.
7 infected 2.
108 infected 62.
108 infected 80.
108 infected 9.
108 infected 53.
108 infected 48.
7 infected 40.
7 infected 81.
7 infected 57.
7 infected 103.
7 infected 20.
108 infected 23.
108 infected 38.
108 infected 1.
108 infected 84.
108 infected 72.
6 infected 80.
6 infected 77.
6 infected 109.
6 infected 43.
6 infected 44.
1 infected 61.
1 infected 78.
1 infected 76.
1 infected 69.
1 infected 0.
5 infected 94.
5 infected 32.
5 infected 15.
5 infected 24.
5 infected 77.
2 infected 3.
2 infected 66.
2 infected 65.
2 infected 97.
2 infected 19.
7 infected 27.
7 infected 46.
7 infected 14.
7 infected 27.
7 infected 3.
108 infected 28.
108 infected 10.
108 infected 93.
108 infected 88.
108 infected 16.
1 infected 34.
1 infected 35.
1 infected 61.
1 infected 25.
1 infected 11.
7 infected 44.
7 infected 90.
7 infected 70.
7 infected 83.
7 infected 37.
2 infected 59.
2 infected 95.
2 infected 103.
2 infected 63.
2 infected 55.
1 infected 65.
1 infected 51.
1 infected 24.
1 infected 32.
1 infected 22.
2 infected 25.
2 infected 87.
2 infected 108.
2 infected 35.
2 infected 50.
108 infected 13.
108 infected 74.
108 infected 101.
108 infected 98.
108 infected 75.
109 infected 39.
109 infected 21.
109 infected 101.
109 infected 26.
109 infected 92.
4 infected 62.
4 infected 55.
4 infected 57.
4 infected 54.
4 infected 76.
7 infected 95.
7 infected 34.
7 infected 104.
7 infected 40.
7 infected 79.
108 infected 13.
108 infected 77.
108 infected 49.
108 infected 54.
108 infected 25.
5 infected 72.
5 infected 45.
5 infected 47.
5 infected 80.
5 infected 104.
4 infected 8.
4 infected 4.
4 infected 32.
4 infected 75.
4 infected 52.
108 infected 37.
108 infected 77.
108 infected 105.
108 infected 82.
108 infected 67.
9 infected 45.
9 infected 50.
9 infected 3.
9 infected 103.
9 infected 41.
108 infected 54.
108 infected 101.
108 infected 23.
108 infected 45.
108 infected 31.
6 infected 9.
6 infected 47.
6 infected 47.
6 infected 18.
6 infected 99.
9 infected 40.
9 infected 15.
9 infected 1.
9 infected 1.
9 infected 27.
3 infected 59.
3 infected 72.
3 infected 101.
3 infected 41.
3 infected 29.
9 infected 71.
9 infected 8.
9 infected 77.
9 infected 27.
9 infected 67.
3 infected 27.
3 infected 13.
3 infected 71.
3 infected 35.
3 infected 91.
1 infected 77.
1 infected 103.
1 infected 85.
1 infected 9.
1 infected 82.
8 infected 53.
8 infected 87.
8 infected 96.
8 infected 55.
8 infected 40.
9 infected 104.
9 infected 40.
9 infected 25.
9 infected 25.
9 infected 6.
9 infected 63.
9 infected 5.
9 infected 53.
9 infected 15.
9 infected 15.
5 infected 57.
5 infected 21.
5 infected 76.
5 infected 41.
5 infected 75.
1 infected 49.
1 infected 30.
1 infected 73.
1 infected 2.
1 infected 82.
3 infected 100.
3 infected 109.
3 infected 0.
3 infected 36.
3 infected 16.
8 infected 107.
8 infected 51.
8 infected 4.
8 infected 67.
8 infected 5.
8 infected 2.
8 infected 12.
8 infected 106.
8 infected 102.
8 infected 53.
108 infected 92.
108 infected 38.
108 infected 35.
108 infected 40.
108 infected 96.
1 infected 44.
1 infected 51.
1 infected 10.
1 infected 71.
1 infected 99.
4 infected 40.
4 infected 63.
4 infected 78.
4 infected 6.
4 infected 89.
4 infected 58.
4 infected 63.
4 infected 108.
4 infected 15.
4 infected 107.
7 infected 47.
7 infected 79.
7 infected 13.
7 infected 3.
7 infected 105.
109 infected 1.
109 infected 41.
109 infected 88.
109 infected 92.
109 infected 55.
9 infected 28.
9 infected 21.
9 infected 11.
9 infected 24.
9 infected 92.
108 infected 103.
108 infected 47.
108 infected 104.
108 infected 68.
108 infected 0.
109 infected 6.
109 infected 100.
109 infected 5.
109 infected 38.
109 infected 9.
6 infected 88.
6 infected 78.
6 infected 101.
6 infected 103.
6 infected 48.
2 infected 34.
2 infected 89.
2 infected 21.
2 infected 17.
2 infected 74.
109 infected 58.
109 infected 15.
109 infected 16.
109 infected 40.
109 infected 18.
6 infected 96.
6 infected 74.
6 infected 108.
6 infected 52.
6 infected 81.
0 infected 57.
0 infected 85.
0 infected 15.
0 infected 66.
0 infected 67.
9 infected 30.
9 infected 73.
9 infected 61.
9 infected 84.
9 infected 62.
1 infected 35.
1 infected 41.
1 infected 98.
1 infected 93.
1 infected 61.
9 infected 28.
9 infected 11.
9 infected 33.
9 infected 98.
9 infected 37.
8 infected 91.
8 infected 10.
8 infected 45.
8 infected 71.
8 infected 106.
1 infected 31.
1 infected 84.
1 infected 82.
1 infected 94.
1 infected 109.
9 infected 9.
9 infected 63.
9 infected 7.
9 infected 85.
9 infected 27.
9 infected 59.
9 infected 104.
9 infected 49.
9 infected 24.
9 infected 62.
8 infected 13.
8 infected 43.
8 infected 26.
8 infected 104.
8 infected 75.
8 infected 97.
8 infected 67.
8 infected 65.
8 infected 109.
8 infected 39.
108 infected 90.
108 infected 58.
108 infected 83.
108 infected 19.
108 infected 108.
7 infected 16.
7 infected 28.
7 infected 46.
7 infected 49.
7 infected 57.
1 infected 79.
1 infected 65.
1 infected 25.
1 infected 99.
1 infected 51.
3 infected 24.
3 infected 8.
3 infected 21.
3 infected 87.
3 infected 39.
8 infected 73.
8 infected 82.
8 infected 13.
8 infected 18.
8 infected 59.
9 infected 13.
9 infected 95.
9 infected 14.
9 infected 30.
9 infected 2.
7 infected 23.
7 infected 34.
7 infected 3.
7 infected 67.
7 infected 57.
0 infected 45.
0 infected 33.
0 infected 15.
0 infected 70.
0 infected 10.
1 infected 45.
1 infected 55.
1 infected 27.
1 infected 19.
1 infected 50.
109 infected 64.
109 infected 55.
109 infected 65.
109 infected 42.
109 infected 6.
9 infected 47.
9 infected 12.
9 infected 6.
9 infected 93.
9 infected 54.
6 infected 24.
6 infected 37.
6 infected 24.
6 infected 51.
6 infected 22.
108 infected 76.
108 infected 35.
108 infected 67.
108 infected 77.
108 infected 63.
1 infected 66.
1 infected 55.
1 infected 13.
1 infected 87.
1 infected 6.
3 infected 14.
3 infected 28.
3 infected 14.
3 infected 6.
3 infected 73.
108 infected 34.
108 infected 30.
108 infected 8.
108 infected 35.
108 infected 28.
9 infected 79.
9 infected 89.
9 infected 91.
9 infected 51.
9 infected 50.
7 infected 50.
7 infected 12.
7 infected 28.
7 infected 93.
7 infected 105.
108 infected 88.
108 infected 34.
108 infected 63.
108 infected 26.
108 infected 21.
109 infected 100.
109 infected 26.
109 infected 44.
109 infected 81.
109 infected 36.
5 infected 90.
5 infected 76.
5 infected 36.
5 infected 93.
5 infected 0.
109 infected 64.
109 infected 89.
109 infected 79.
109 infected 61.
109 infected 94.
6 infected 39.
6 infected 109.
6 infected 30.
6 infected 21.
6 infected 40.
109 infected 87.
109 infected 8.
109 infected 42.
109 infected 58.
109 infected 18.
1 infected 1.
1 infected 54.
1 infected 42.
1 infected 2.
1 infected 33.
9 infected 9.
9 infected 97.
9 infected 109.
9 infected 45.
9 infected 60.
8 infected 74.
8 infected 0.
8 infected 31.
8 infected 60.
8 infected 14.
6 infected 5.
6 infected 72.
6 infected 87.
6 infected 37.
6 infected 106.
3 infected 29.
3 infected 67.
3 infected 64.
3 infected 21.
3 infected 96.
4 infected 18.
4 infected 99.
4 infected 12.
4 infected 12.
4 infected 38.
7 infected 102.
7 infected 94.
7 infected 42.
7 infected 57.
7 infected 62.
3 infected 94.
3 infected 44.
3 infected 69.
3 infected 32.
3 infected 84.
108 infected 62.
108 infected 32.
108 infected 46.
108 infected 58.
108 infected 1.
4 infected 38.
4 infected 90.
4 infected 42.
4 infected 66.
4 infected 99.
2 infected 84.
2 infected 109.
2 infected 107.
2 infected 76.
2 infected 61.
0 infected 14.
0 infected 34.
0 infected 87.
0 infected 66.
0 infected 93.
7 infected 81.
7 infected 2.
7 infected 52.
7 infected 109.
7 infected 18.
108 infected 45.
108 infected 63.
108 infected 3.
108 infected 94.
108 infected 89.
9 infected 55.
9 infected 46.
9 infected 26.
9 infected 95.
9 infected 11.
4 infected 24.
4 infected 48.
4 infected 81.
4 infected 13.
4 infected 35.
9 infected 80.
9 infected 86.
9 infected 69.
9 infected 57.
9 infected 67.
1 infected 22.
1 infected 33.
1 infected 86.
1 infected 44.
1 infected 42.
8 infected 50.
8 infected 75.
8 infected 53.
8 infected 35.
8 infected 39.
0 infected 24.
0 infected 5.
0 infected 89.
0 infected 43.
0 infected 106.
4 infected 78.
4 infected 15.
4 infected 55.
4 infected 101.
4 infected 58.
9 infected 72.
9 infected 101.
9 infected 101.
9 infected 44.
9 infected 36.
9 infected 14.
9 infected 1.
9 infected 87.
9 infected 18.
9 infected 59.
3 infected 87.
3 infected 19.
3 infected 66.
3 infected 37.
3 infected 79.
6 infected 71.
6 infected 85.
6 infected 20.
6 infected 38.
6 infected 62.
6 infected 36.
6 infected 8.
6 infected 1.
6 infected 27.
6 infected 36.
6 infected 105.
6 infected 75.
6 infected 15.
6 infected 6.
6 infected 0.
3 infected 84.
3 infected 106.
3 infected 0.
3 infected 17.
3 infected 44.
108 infected 36.
108 infected 100.
108 infected 109.
108 infected 98.
108 infected 71.
5 infected 19.
5 infected 11.
5 infected 91.
5 infected 34.
5 infected 18.
7 infected 93.
7 infected 25.
7 infected 55.
7 infected 74.
7 infected 10.
5 infected 37.
5 infected 28.
5 infected 4.
5 infected 45.
5 infected 31.
8 infected 103.
8 infected 86.
8 infected 81.
8 infected 49.
8 infected 54.
109 infected 51.
109 infected 12.
109 infected 33.
109 infected 38.
109 infected 76.
4 infected 39.
4 infected 22.
4 infected 72.
4 infected 55.
4 infected 86.
4 infected 41.
4 infected 102.
4 infected 74.
4 infected 17.
4 infected 87.
2 infected 98.
2 infected 25.
2 infected 32.
2 infected 17.
2 infected 53.
109 infected 70.
109 infected 25.
109 infected 38.
109 infected 39.
109 infected 10.
7 infected 38.
7 infected 72.
7 infected 80.
7 infected 59.
7 infected 69.
8 infected 23.
8 infected 48.
8 infected 100.
8 infected 106.
8 infected 55.
108 infected 12.
108 infected 17.
108 infected 67.
108 infected 56.
108 infected 88.
3 infected 40.
3 infected 64.
3 infected 87.
3 infected 91.
3 infected 45.
7 infected 59.
7 infected 45.
7 infected 54.
7 infected 59.
7 infected 53.
3 infected 52.
3 infected 59.
3 infected 3.
3 infected 3.
3 infected 53.
3 infected 11.
3 infected 96.
3 infected 17.
3 infected 78.
3 infected 38.
109 infected 100.
109 infected 31.
109 infected 74.
109 infected 65.
109 infected 47.
109 infected 16.
109 infected 79.
109 infected 69.
109 infected 72.
109 infected 37.
1 infected 6.
1 infected 50.
1 infected 16.
1 infected 51.
1 infected 85.
1 infected 0.
1 infected 97.
1 infected 66.
1 infected 58.
1 infected 107.
109 infected 6.
109 infected 34.
109 infected 106.
109 infected 83.
109 infected 13.
0 infected 42.
0 infected 76.
0 infected 12.
0 infected 105.
0 infected 37.
8 infected 72.
8 infected 61.
8 infected 88.
8 infected 42.
8 infected 7.
3 infected 74.
3 infected 86.
3 infected 65.
3 infected 94.
3 infected 91.
4 infected 6.
4 infected 66.
4 infected 18.
4 infected 71.
4 infected 94.
108 infected 63.
108 infected 17.
108 infected 28.
108 infected 86.
108 infected 81.
108 infected 109.
108 infected 80.
108 infected 39.
108 infected 92.
108 infected 0.
9 infected 79.
9 infected 88.
9 infected 25.
9 infected 14.
9 infected 8.
7 infected 77.
7 infected 15.
7 infected 66.
7 infected 12.
7 infected 31.
0 infected 26.
0 infected 13.
0 infected 60.
0 infected 3.
0 infected 56.
2 infected 50.
2 infected 7.
2 infected 38.
2 infected 51.
2 infected 61.
2 infected 23.
2 infected 104.
2 infected 30.
2 infected 107.
2 infected 108.
2 infected 105.
2 infected 78.
2 infected 87.
2 infected 56.
2 infected 109.
4 infected 15.
4 infected 55.
4 infected 18.
4 infected 81.
4 infected 2.
6 infected 104.
6 infected 95.
6 infected 84.
6 infected 30.
6 infected 21.
6 infected 65.
6 infected 94.
6 infected 89.
6 infected 69.
6 infected 25.
2 infected 60.
2 infected 61.
2 infected 37.
2 infected 37.
2 infected 85.
1 infected 12.
1 infected 75.
1 infected 63.
1 infected 47.
1 infected 85.
5 infected 35.
5 infected 50.
5 infected 49.
5 infected 89.
5 infected 102.
0 infected 13.
0 infected 59.
0 infected 53.
0 infected 104.
0 infected 54.
6 infected 18.
6 infected 3.
6 infected 15.
6 infected 72.
6 infected 49.
5 infected 1.
5 infected 4.
5 infected 84.
5 infected 79.
5 infected 56.
108 infected 5.
108 infected 45.
108 infected 17.
108 infected 59.
108 infected 92.
108 infected 58.
108 infected 35.
108 infected 1.
108 infected 45.
108 infected 64.
5 infected 109.
5 infected 26.
5 infected 44.
5 infected 90.
5 infected 67.
6 infected 49.
6 infected 65.
6 infected 8.
6 infected 19.
6 infected 45.
108 infected 83.
108 infected 92.
108 infected 72.
108 infected 43.
108 infected 58.
6 infected 91.
6 infected 109.
6 infected 35.
6 infected 100.
6 infected 97.
109 infected 84.
109 infected 38.
109 infected 50.
109 infected 8.
109 infected 82.
2 infected 61.
2 infected 48.
2 infected 60.
2 infected 77.
2 infected 84.
4 infected 23.
4 infected 73.
4 infected 90.
4 infected 64.
4 infected 99.
108 infected 84.
108 infected 67.
108 infected 33.
108 infected 16.
108 infected 89.
0 infected 41.
0 infected 75.
0 infected 74.
0 infected 44.
0 infected 74.
109 infected 79.
109 infected 106.
109 infected 51.
109 infected 8.
109 infected 109.
0 infected 29.
0 infected 12.
0 infected 85.
0 infected 13.
0 infected 63.
6 infected 86.
6 infected 60.
6 infected 41.
6 infected 97.
6 infected 29.
108 infected 98.
108 infected 103.
108 infected 93.
108 infected 101.
108 infected 30.
1 infected 13.
1 infected 22.
1 infected 93.
1 infected 49.
1 infected 96.
3 infected 53.
3 infected 8.
3 infected 32.
3 infected 14.
3 infected 4.
6 infected 9.
6 infected 47.
6 infected 77.
6 infected 80.
6 infected 107.
7 infected 3.
7 infected 41.
7 infected 13.
7 infected 89.
7 infected 57.
4 infected 48.
4 infected 17.
4 infected 81.
4 infected 73.
4 infected 71.
6 infected 25.
6 infected 25.
6 infected 32.
6 infected 62.
6 infected 56.
9 infected 86.
9 infected 36.
9 infected 28.
9 infected 25.
9 infected 94.
5 infected 20.
5 infected 55.
5 infected 104.
5 infected 67.
5 infected 103.
108 infected 101.
108 infected 24.
108 infected 11.
108 infected 74.
108 infected 3.
5 infected 85.
5 infected 12.
5 infected 26.
5 infected 4.
5 infected 0.
1 infected 52.
1 infected 72.
1 infected 69.
1 infected 9.
1 infected 87.
5 infected 93.
5 infected 93.
5 infected 82.
5 infected 67.
5 infected 63.
5 infected 24.
5 infected 106.
5 infected 26.
5 infected 73.
5 infected 105.
0 infected 60.
0 infected 64.
0 infected 45.
0 infected 45.
0 infected 79.
3 infected 71.
3 infected 109.
3 infected 8.
3 infected 80.
3 infected 48.
4 infected 9.
4 infected 16.
4 infected 100.
4 infected 66.
4 infected 38.
6 infected 12.
6 infected 15.
6 infected 63.
6 infected 29.
6 infected 6.
9 infected 42.
9 infected 2.
9 infected 37.
9 infected 106.
9 infected 32.
2 infected 49.
2 infected 90.
2 infected 45.
2 infected 8.
2 infected 20.
0 infected 36.
0 infected 9.
0 infected 30.
0 infected 109.
0 infected 78.
9 infected 64.
9 infected 39.
9 infected 51.
9 infected 79.
9 infected 7.
3 infected 14.
3 infected 74.
3 infected 60.
3 infected 33.
3 infected 83.
108 infected 3.
108 infected 53.
108 infected 33.
108 infected 25.
108 infected 42.
1 infected 97.
1 infected 7.
1 infected 70.
1 infected 104.
1 infected 93.
5 infected 42.
5 infected 96.
5 infected 84.
5 infected 7.
5 infected 9.
108 infected 72.
108 infected 78.
108 infected 89.
108 infected 106.
108 infected 97.
109 infected 103.
109 infected 4.
109 infected 9.
109 infected 76.
109 infected 94.
9 infected 78.
9 infected 10.
9 infected 70.
9 infected 61.
9 infected 16.
8 infected 34.
8 infected 92.
8 infected 5.
8 infected 63.
8 infected 64.
0 infected 28.
0 infected 83.
0 infected 44.
0 infected 55.
0 infected 61.
4 infected 38.
4 infected 100.
4 infected 108.
4 infected 29.
4 infected 2.
109 infected 3.
109 infected 103.
109 infected 25.
109 infected 68.
109 infected 77.
1 infected 48.
1 infected 87.
1 infected 87.
1 infected 94.
1 infected 2.
5 infected 6.
5 infected 48.
5 infected 89.
5 infected 16.
5 infected 55.
8 infected 89.
8 infected 54.
8 infected 70.
8 infected 17.
8 infected 14.
5 infected 56.
5 infected 15.
5 infected 78.
5 infected 47.
5 infected 45.
5 infected 24.
5 infected 43.
5 infected 55.
5 infected 7.
5 infected 11.
9 infected 75.
9 infected 1.
9 infected 95.
9 infected 96.
9 infected 103.
0 infected 101.
0 infected 68.
0 infected 72.
0 infected 5.
0 infected 1.
9 infected 31.
9 infected 104.
9 infected 7.
9 infected 16.
9 infected 56.
2 infected 23.
2 infected 36.
2 infected 5.
2 infected 77.
2 infected 83.
7 infected 31.
7 infected 37.
7 infected 16.
7 infected 77.
7 infected 50.
8 infected 61.
8 infected 84.
8 infected 15.
8 infected 84.
8 infected 9.
2 infected 69.
2 infected 26.
2 infected 63.
2 infected 90.
2 infected 94.
5 infected 104.
5 infected 45.
5 infected 109.
5 infected 91.
5 infected 38.
109 infected 46.
109 infected 99.
109 infected 70.
109 infected 37.
109 infected 83.
0 infected 31.
0 infected 67.
0 infected 34.
0 infected 40.
0 infected 89.
0 infected 69.
0 infected 64.
0 infected 13.
0 infected 6.
0 infected 52.
109 infected 90.
109 infected 79.
109 infected 62.
109 infected 35.
109 infected 10.
6 infected 26.
6 infected 17.
6 infected 107.
6 infected 66.
6 infected 29.
8 infected 39.
8 infected 94.
8 infected 70.
8 infected 26.
8 infected 15.
1 infected 47.
1 infected 92.
1 infected 104.
1 infected 100.
1 infected 18.
4 infected 4.
4 infected 89.
4 infected 56.
4 infected 83.
4 infected 97.
0 infected 58.
0 infected 14.
0 infected 2.
0 infected 4.
0 infected 75.
